Date,Type,DoW,05 ~ 06,06 ~ 07,07 ~ 08,08 ~ 09,09 ~ 10,10 ~ 11,11 ~ 12,12 ~ 13,13 ~ 14,14 ~ 15,15 ~ 16,16 ~ 17,17 ~ 18,18 ~ 19,19 ~ 20,20 ~ 21,21 ~ 22,22 ~ 23,23 ~ 24,00 ~ 01,01 ~ 02
2016.7.5,off,Tue,487,3244,8307,15826,17253,7804,6063,5501,6769,5506,5370,5054,5891,9318,7205,2957,2046,1704,961,348,0
2016.7.6,on,Wed,459,954,2232,3558,2704,2809,3841,5061,6955,6285,7334,8136,9826,16374,11457,9110,12178,12779,5205,1055,1
2016.7.6,off,Wed,519,3324,8977,15892,18440,7348,6243,5837,7278,6413,6131,5753,7038,11077,8890,3603,2332,2117,1225,479,9
2016.7.7,on,Thu,447,929,2221,3633,2928,2830,3925,4771,6808,6277,7323,8426,10183,15649,11483,9005,12111,12621,5173,1015,0
2016.7.7,off,Thu,511,3301,8874,16938,16988,7382,6107,6321,7465,5566,5918,5870,6785,11107,8443,3036,2529,2241,1321,438,0
2016.7.8,on,Fri,487,970,2255,3443,2854,3019,4206,5022,6959,6849,7687,9209,10697,17179,12688,9522,11437,13884,7544,1833,0
2016.7.8,off,Fri,545,3428,8757,16977,16688,7173,7005,6272,7421,6351,6571,6238,7838,12915,12653,5340,3614,3061,1946,799,25
2016.7.9,on,Sat,976,951,884,1352,1797,2386,3576,5017,6493,6876,7646,9151,9934,8765,5900,5774,7130,8403,4041,11,0
2016.7.9,off,Sat,363,1441,2142,4923,8376,6801,6289,7658,9022,8135,6905,6582,7327,7912,4919,3949,3163,3150,2357,192,0
2016.7.10,on,Sun,801,871,660,890,1281,1375,1759,2694,3639,4230,4454,5270,5614,5683,4488,4852,5704,5247,2182,0,0
2016.7.10,off,Sun,169,857,1135,1996,4089,3422,3701,4848,5984,5250,4377,5120,4831,4429,3308,2367,2167,1474,868,0,0
2016.7.11,on,Mon,389,902,2154,3412,2767,2934,4021,4830,6691,6170,7136,8641,9596,15802,11859,8911,11571,11566,4178,744,0
2016.7.11,off,Mon,549,3295,9593,17165,17095,7280,6358,5865,7140,5870,5997,5324,6361,9656,7772,3113,2280,1635,1022,367,0
2016.7.12,on,Tue,418,879,2046,3449,2859,2759,3886,4488,7011,6219,7532,8153,9927,15891,11386,8909,11892,12018,4486,876,0
2016.7.12,off,Tue,506,3151,8395,17210,17130,7406,6392,6548,7135,5630,5973,5604,6253,10271,7891,3396,2341,2348,1120,423,3
2016.7.13,on,Wed,523,940,2359,3528,2781,2843,3977,4904,6770,6216,7367,8992,10448,16631,11834,9079,12212,12441,5190,1109,1
2016.7.13,off,Wed,511,3447,8898,16754,17397,7334,6315,6061,7535,5757,6138,5779,7436,11519,8822,3630,2342,2544,1187,469,1
2016.7.14,on,Thu,495,957,2235,3467,2880,2797,3908,5012,6720,6339,7437,8451,10207,15655,11599,9137,12036,12494,5263,1137,0
2016.7.14,off,Thu,509,3189,8711,17054,16807,7173,6689,5508,8008,6051,5902,5632,6742,10987,8644,3697,2637,2389,1352,476,0
2016.7.15,on,Fri,562,930,2168,3440,2946,2848,4030,4860,6910,6451,7556,8566,10762,17036,12275,8749,11059,12612,7604,1876,0
2016.7.15,off,Fri,506,3061,8348,16571,16094,7697,6501,6048,7565,6402,5945,5980,7594,12270,11783,4876,3619,2560,1905,793,1
2016.7.16,on,Sat,910,879,892,1350,1760,2043,2869,4623,6063,6001,6770,8148,8663,8068,5662,5442,6663,7984,4124,80,0
2016.7.16,off,Sat,300,1239,2057,4441,8133,6021,6004,7148,8163,8213,6021,6698,7124,6821,4578,3491,2674,2178,1516,249,0
2016.7.17,on,Sun,702,724,667,859,1147,1268,1777,2602,3305,3459,4168,4879,5190,5348,4346,4427,5257,4888,2178,0,0
2016.7.17,off,Sun,147,699,998,1751,3539,3332,3546,4700,5818,4877,4555,4470,4707,3978,2956,2169,1785,1477,931,0,0
2016.7.18,on,Mon,382,940,2035,3319,2861,2769,4033,4792,6826,6283,7331,8269,9715,15357,11949,9258,11626,11346,4126,812,0
2016.7.18,off,Mon,542,3218,9339,17626,16083,7982,6581,5808,7352,5741,6250,5369,6670,9714,7681,3170,2230,1905,1066,411,1
2016.7.19,on,Tue,474,896,2283,3436,2879,2798,3841,4766,7016,6159,7486,8447,10072,15529,11651,9152,11938,12184,4645,895,0
2016.7.19,off,Tue,517,3134,8891,17535,15843,8075,6758,6098,7316,5676,5743,5560,6596,10510,8131,3551,2576,2184,1183,430,0
2016.7.20,on,Wed,488,935,2350,3481,2868,2906,3896,4965,6844,6433,7337,8253,10471,16208,11306,9129,11840,12621,5286,1104,0
2016.7.20,off,Wed,496,3067,9156,16361,16711,8052,6697,5970,7574,5789,5853,5506,6891,11002,8950,3406,2629,2314,1289,478,1
2016.7.21,on,Thu,516,936,2236,3444,2886,2966,4012,4710,6790,6412,7427,8510,9858,15659,11916,8972,11805,12932,5380,1184,0
2016.7.21,off,Thu,520,3129,8404,16675,16005,7914,6736,5811,7669,6234,5597,6002,7045,11090,8505,3784,2552,2434,1521,520,0
2016.7.22,on,Fri,548,879,2138,3407,2843,2940,4088,5166,6846,6316,7932,8852,10629,16605,12640,9132,10982,12759,7217,1738,0
2016.7.22,off,Fri,510,3045,8055,16007,16141,7818,6430,6337,7773,6472,6167,6166,7146,12503,11558,4980,3332,2973,2120,1036,0
2016.7.23,on,Sat,916,1034,897,1261,1707,2255,3539,4861,6293,6312,7012,8529,9128,7965,5632,5549,6873,8211,4037,41,0
2016.7.23,off,Sat,330,1277,1870,4458,8434,6516,6500,7359,8932,7713,6056,6319,7138,7346,4681,3402,3017,2694,1688,225,0
2016.7.24,on,Sun,729,813,738,875,1181,1317,1788,2853,3377,3565,4028,4773,5511,4900,4140,4423,5197,5098,2127,0,0
2016.7.24,off,Sun,171,723,991,1912,3713,3238,3704,4626,5366,4757,4569,4540,4544,3969,2902,2282,2303,1669,892,0,0
2016.7.25,on,Mon,414,818,1949,3289,2756,2667,3899,4836,6477,5944,7230,8308,9132,15811,11903,9092,11514,11303,4139,803,0
2016.7.25,off,Mon,509,3075,8569,16875,15455,7795,6410,5927,7547,5963,5872,5456,6449,9974,7394,3274,2354,1644,1111,400,0
2016.7.26,on,Tue,443,946,2160,3272,2622,2696,3857,4881,6563,5947,6985,8139,9682,15484,11366,9033,11343,11616,4712,972,0
2016.7.26,off,Tue,470,3014,8196,16195,15797,7381,6490,5886,7730,6024,5559,5463,6318,9659,8717,3316,2279,2069,1418,453,0
2016.7.27,on,Wed,487,868,2080,3311,2722,2650,3741,4846,6477,5863,7182,7862,9826,15897,11315,8557,11273,12386,4923,941,0
2016.7.27,off,Wed,491,2878,8000,15937,15450,7397,6316,6035,7412,5984,5549,5352,6532,10786,8416,3340,2580,2073,1275,504,16
2016.7.28,on,Thu,508,799,1798,3390,2963,2811,3650,4783,6604,5776,7138,7929,9571,15461,11135,8927,11496,12186,5489,1209,0
2016.7.28,off,Thu,486,2795,7622,15690,14965,7422,6245,6418,7265,6236,5729,6170,6735,11062,8643,3704,2508,2251,1631,529,3
2016.7.29,on,Fri,508,925,1872,3053,2712,2487,3554,4815,5993,5761,7224,7799,9743,15859,11566,8660,10796,11363,6702,1697,0
2016.7.29,off,Fri,468,2755,6551,14873,14706,7382,6378,6113,6836,6378,5954,5962,7112,11201,10360,4692,3079,2767,2050,871,36
2016.7.30,on,Sat,840,952,824,1237,1710,1998,2977,4541,5902,5851,6393,8044,8526,7221,5488,5156,6289,7424,3818,5,0
2016.7.30,off,Sat,344,1223,1892,4233,7567,5973,5414,6860,8313,6689,6124,5838,6554,6752,4391,3128,3107,3002,2106,201,0
2016.7.31,on,Sun,710,723,623,946,1293,1181,1680,2382,3059,3202,3819,4730,4918,4519,3839,4241,5088,5225,2178,0,0
2016.7.31,off,Sun,156,725,1136,1775,3384,2901,3387,4225,5055,4546,3713,4473,4484,4113,3020,2501,2284,1577,1031,3,0
2016.8.1,on,Mon,374,867,2042,3041,2317,2750,3740,4501,6366,5868,7084,7681,9091,15057,11519,8538,10730,9786,3916,839,0
2016.8.1,off,Mon,493,2878,7706,15837,14311,7144,5970,6081,7084,6477,5463,5850,6259,9223,7413,2968,2265,1663,1065,442,0
2016.8.2,on,Tue,461,845,1970,3105,2460,2609,3719,4441,6152,5885,6775,7415,9173,16013,10708,8215,10302,10719,4205,846,0
2016.8.2,off,Tue,486,2795,7711,15515,14185,7196,5885,5570,7321,5571,5790,5296,5896,9742,7591,3048,2440,1952,1146,475,0
2016.8.3,on,Wed,511,813,2076,3148,2589,2566,3510,4601,6314,5968,7040,7664,9685,16153,10880,8375,10849,11382,4833,936,0
2016.8.3,off,Wed,488,2846,7979,15469,14789,6822,6143,5868,7151,5603,5712,5348,6575,10042,8284,3372,2401,2038,1484,433,0
2016.8.4,on,Thu,487,861,1969,3149,2557,2549,3530,4459,6073,5623,6782,7417,9387,15245,10937,8599,11113,11724,4936,925,2
2016.8.4,off,Thu,484,2923,7948,15435,14261,7297,6149,5475,7075,5687,5465,5269,6294,9953,8037,3458,2479,2411,1426,431,31
2016.8.5,on,Fri,503,962,1868,3088,2531,2718,3755,4609,6018,5816,7042,7792,9888,16155,11411,8616,9991,11669,6256,1646,0
2016.8.5,off,Fri,458,2769,7599,15134,14444,6484,6137,5618,7132,5839,5688,5869,6892,11165,10767,4691,3174,2613,1671,740,0
2016.8.6,on,Sat,814,956,795,1152,1469,2056,2975,4561,5742,5631,6125,7514,8508,7175,5132,5120,6384,7661,3745,6,0
2016.8.6,off,Sat,302,1172,1999,4471,8105,6158,5581,6790,7700,6307,5562,5765,6210,6508,4555,3021,2761,2413,1471,197,0
2016.8.7,on,Sun,719,736,686,847,1137,1216,1552,2222,2880,3378,3683,4058,4709,4742,3792,4264,4928,5004,2115,0,0
2016.8.7,off,Sun,163,665,1025,1813,3293,3024,3283,4437,5124,4061,3669,3952,4169,4235,2906,2326,1865,1438,910,0,0
2016.8.8,on,Mon,391,875,2108,3357,2419,2491,3398,4361,5952,5666,6497,7529,8789,15219,11356,8659,10701,10805,3922,728,0
2016.8.8,off,Mon,494,2936,8712,16039,14937,7344,5719,5399,6933,5560,4912,4928,6224,9521,6976,3188,2029,1796,913,401,0
2016.8.9,on,Tue,433,910,2155,3365,2644,2463,3531,4446,6052,5312,7158,7309,9228,15216,11425,8971,10796,11531,4335,890,0
2016.8.9,off,Tue,468,2814,8259,15701,15276,7379,6160,5348,6910,5375,5364,5224,5911,9784,7751,3228,2324,2041,1142,427,0
2016.8.10,on,Wed,492,872,2037,3412,2591,2541,3497,4552,6096,5583,6674,7501,9611,15674,11084,8714,11288,12166,5172,1059,0
2016.8.10,off,Wed,459,2863,7855,16148,14965,7128,5983,5596,6920,5707,5421,5229,6723,10496,8518,3269,2337,2263,1258,443,0
2016.8.11,on,Thu,477,899,2114,3355,2666,2635,3586,4335,6083,5588,6985,7439,9186,15085,10870,8505,11083,12186,5222,1072,0
2016.8.11,off,Thu,448,2836,7841,14863,15320,6836,5866,5675,6901,5862,5394,5474,6521,10213,8582,3424,2549,2151,1285,496,56
2016.8.12,on,Fri,486,899,1961,3091,2623,2591,3668,4480,6186,5871,7014,7660,9693,15792,11301,8739,10131,11406,6357,1526,1
2016.8.12,off,Fri,479,2756,7683,14433,14589,6899,6159,5771,6403,6520,5331,5629,6918,10910,10425,4781,3122,2702,1600,813,45
2016.8.13,on,Sat,813,900,871,1218,1467,2004,3026,4317,5586,5391,6099,7331,8001,6890,5150,4890,6061,7388,3507,0,0
2016.8.13,off,Sat,328,1233,1818,4147,7206,6010,5687,6537,7524,6389,5821,5462,5958,6160,4254,3211,2792,2086,1637,2,0
2016.8.14,on,Sun,689,736,641,798,1215,1327,1668,2409,3080,3255,3648,3973,4550,4383,3521,3776,4723,5401,2553,0,0
2016.8.14,off,Sun,162,693,1049,1709,3463,2858,3382,4068,4816,4052,3844,4139,4733,4351,3366,2568,2223,2043,1211,3,0
2016.8.15,on,Mon,547,685,589,803,1143,1297,1736,2312,3276,3271,3769,4396,5120,5011,3907,4364,5772,5916,2152,0,0
2016.8.15,off,Mon,196,1261,1900,2910,4327,3504,3339,4564,4391,4405,4039,3964,4406,4240,2886,2106,1617,1234,801,2,0
2016.8.16,on,Tue,421,834,1973,3096,2600,2442,3345,4024,5539,5254,6343,7605,8944,14900,11241,8436,10217,10227,4029,817,0
2016.8.16,off,Tue,479,2746,8489,14994,13431,6954,5812,5204,6542,5029,5396,5126,6089,8933,7197,3171,2158,1728,1153,406,0
2016.8.17,on,Wed,420,893,2117,3235,2530,2455,3423,4057,5530,5382,6382,7376,9573,15020,11093,8461,11182,11496,4717,948,0
2016.8.17,off,Wed,489,2683,8251,15201,14582,7219,5610,5316,6345,5463,5401,5256,6231,10201,8027,3309,2414,1857,1296,433,0
2016.8.18,on,Thu,507,849,2178,3344,2559,2581,3405,4312,5741,5551,6589,7535,9112,15274,11043,8769,10846,11854,4933,1121,0
2016.8.18,off,Thu,464,2776,7883,15407,14216,7077,6252,5372,6749,5561,5638,5285,6313,10533,8253,3386,2594,2475,1280,478,0
2016.8.19,on,Fri,472,963,2000,3199,2603,2647,3604,4454,5796,5810,6734,8062,10245,16438,11792,9162,10533,12024,6733,1626,0
2016.8.19,off,Fri,491,2763,7602,15337,14027,7421,6246,5329,7186,5509,5833,5895,7428,11722,10789,5254,3182,2905,1834,759,4
2016.8.20,on,Sat,826,953,869,1234,1674,2263,3260,4648,6071,6245,6953,8714,9253,7876,5753,5547,6988,7991,4015,14,0
2016.8.20,off,Sat,330,1247,1942,4396,7881,6321,6041,7413,8156,7491,6210,6221,7135,6696,5043,3747,3665,2934,2288,221,0
2016.8.21,on,Sun,795,829,733,848,1169,1269,1771,2654,3538,3553,3971,4529,5379,5086,4158,4163,5138,4983,2055,0,0
2016.8.21,off,Sun,168,744,915,1838,3650,3075,3636,4741,5449,4289,3827,4645,4704,4210,3104,2327,1853,1628,907,2,0
2016.8.22,on,Mon,420,881,2097,3068,2727,2432,3529,4108,5629,5180,6642,7327,8938,14842,11737,8469,10479,10192,3719,759,0
2016.8.22,off,Mon,481,2956,8441,15459,14244,7376,5719,5241,6095,5692,5219,5452,6256,9051,7494,3229,2018,1875,1015,386,0
2016.8.23,on,Tue,440,894,2157,3347,2551,2520,3409,4119,5537,5255,6697,7168,8982,14879,10832,8420,10605,10737,4052,802,0
2016.8.23,off,Tue,472,2613,7922,15727,13861,7128,5772,5054,6423,5538,5342,5285,6176,9883,7613,3053,2167,2062,1087,416,0
2016.8.24,on,Wed,463,872,2187,3262,2651,2418,3328,4140,5404,5123,6336,7161,9075,15633,10656,8560,10903,11400,4573,1027,0
2016.8.24,off,Wed,467,2616,7019,16032,14215,6898,5435,5384,6233,5368,5197,4963,6770,10322,8108,3464,2084,2411,1282,447,43
2016.8.25,on,Thu,469,978,2137,3270,2633,2636,3357,4143,5379,5210,6505,7272,9433,15143,10852,9103,11194,11095,4673,1036,0
2016.8.25,off,Thu,463,2563,7597,15021,14181,7112,5734,5021,6597,5610,5485,5507,6259,10357,8269,3666,2448,2034,1247,495,0
2016.8.26,on,Fri,493,825,1731,3220,2539,2561,3286,4321,5585,5439,6699,7552,9827,15848,11709,8622,9989,11518,6847,1767,0
2016.8.26,off,Fri,463,2425,6652,14641,14434,6855,5808,5147,6460,6155,5815,5930,6966,11724,11663,4885,3380,2975,2069,827,10
2016.8.27,on,Sat,940,975,957,1335,1766,2358,3470,4821,6004,6007,6722,8051,8903,7812,6053,5596,6624,7716,3982,16,0
2016.8.27,off,Sat,305,1199,1847,4248,7936,6408,6020,6530,8893,7511,6892,6442,7251,7491,5324,3823,3232,2300,1750,211,0
2016.8.28,on,Sun,781,786,611,903,1192,1360,1900,2542,3311,3528,4064,4786,5404,4840,3868,4293,5082,4495,1941,0,0
2016.8.28,off,Sun,164,654,903,1830,3262,3068,3626,4483,5270,4388,4144,4440,4715,4592,3065,2267,1688,1369,759,153,0
2016.8.29,on,Mon,388,867,2183,3139,2381,2175,3092,3549,4444,4738,5950,6338,8190,14270,10681,8106,9754,9637,3424,771,0
2016.8.29,off,Mon,518,2495,7657,15439,12365,5652,4983,4805,5493,4967,4771,5304,5966,8841,7027,3135,2124,1826,1054,371,0
2016.8.30,on,Tue,476,844,2147,3193,2495,2319,2903,3356,4481,4778,6127,6735,8222,14396,10703,8171,9625,9796,3707,725,0
2016.8.30,off,Tue,486,2261,7180,15190,11777,5762,4977,4443,5845,5035,5087,5157,6058,9147,7242,2932,2086,2159,1168,397,0
2016.8.31,on,Wed,445,783,1956,3108,2559,2102,2652,3273,3995,4302,5531,5836,7720,13569,10350,7670,9697,9754,4212,857,0
2016.8.31,off,Wed,439,2108,7082,14112,12575,5786,4547,4449,5061,5042,4250,4919,5792,9018,6968,3275,2367,1848,1157,401,37
2016.9.1,on,Thu,502,904,2248,3357,2610,2412,2863,3644,4910,4916,6068,6586,8740,15046,10919,8039,10375,9655,4375,902,0
2016.9.1,off,Thu,473,2658,7851,14752,13356,6213,4746,4445,5310,4545,4963,4802,6131,9887,8127,3361,2421,2221,1253,546,1
2016.9.2,on,Fri,478,910,2182,3252,2542,2504,3225,3870,5409,5296,6508,7019,9127,15507,11373,8241,10043,11413,6603,1742,0
2016.9.2,off,Fri,497,2413,7563,14438,13941,6309,5297,4638,5302,5623,5346,5453,7145,11567,11303,5238,3401,2978,1910,886,0
2016.9.3,on,Sat,811,939,945,1216,1625,2208,3187,4699,6303,6775,7670,8515,9171,8213,6096,5566,6564,7770,3921,5,0
2016.9.3,off,Sat,318,1137,1720,3917,8020,6607,6255,7236,8763,7782,6749,6249,7513,7438,5247,4130,3120,2975,1920,232,0
2016.9.4,on,Sun,740,853,657,881,1235,1347,1796,2714,3629,3838,4077,4802,5130,4873,4066,4386,4760,4463,1755,0,0
2016.9.4,off,Sun,143,700,918,1932,3627,3045,3657,4654,5370,4820,4096,4163,4608,4118,2969,2192,1820,1432,825,3,0
2016.9.5,on,Mon,369,834,2145,3366,2658,2406,3088,4149,5092,4846,6057,6203,8139,14492,11091,8281,10191,9988,3374,744,0
2016.9.5,off,Mon,528,2863,8706,16463,13571,6762,4775,4302,5110,4695,4550,4749,6079,8980,7384,2950,2318,1801,1009,361,0
2016.9.6,on,Tue,459,870,2204,3457,2680,2512,3038,3591,4876,4909,5739,6400,8364,14707,10653,8474,10388,10356,3929,783,0
2016.9.6,off,Tue,494,2699,8539,15948,13932,6533,4667,4258,5170,4510,4526,4679,5936,9423,7774,3075,2201,2003,1167,407,0
2016.9.7,on,Wed,445,853,2248,3543,2665,2367,3083,3599,4753,4840,5688,6212,8561,15148,10447,7844,10637,11104,4517,946,0
2016.9.7,off,Wed,482,2682,8393,15927,13737,5938,4760,4267,5083,4767,4563,4802,5858,10238,8344,3071,2452,2181,1195,479,0
2016.9.8,on,Thu,448,878,2260,3371,2710,2437,3044,3685,4823,4607,5751,6192,8262,14161,10324,7872,10506,11437,4693,996,0
2016.9.8,off,Thu,466,2610,8069,15760,13729,6200,4724,4040,5071,4389,4558,4711,5823,9803,8409,3371,2345,2408,1372,527,3
2016.9.9,on,Fri,467,921,2105,3331,2565,2574,3316,3948,5291,5150,6186,7066,9085,16084,11298,8412,10164,12311,7272,1953,0
2016.9.9,off,Fri,489,2523,8014,14981,14003,6349,5174,4677,5543,5283,4827,5789,6990,11694,11755,5676,3652,3375,2104,971,0
2016.9.10,on,Sat,935,970,921,1368,1682,2087,3224,4727,6303,6532,6905,8431,9148,8417,6111,5580,6640,7775,3924,8,0
2016.9.10,off,Sat,332,1200,2036,4528,8625,6623,6230,7254,8536,7546,6284,6267,7207,7255,5419,3580,3477,2610,1562,358,0
2016.9.11,on,Sun,738,809,694,867,1170,1261,1677,2429,3342,3399,3812,4523,5032,4895,4238,4042,5003,4842,1826,0,0
2016.9.11,off,Sun,162,746,1002,1997,3522,2958,3295,4629,5178,4345,3984,4154,4412,4236,2856,2188,1962,1443,815,3,0
2016.9.12,on,Mon,360,849,2011,3153,2497,2395,3217,3787,4887,4921,5798,6269,7850,13757,10591,8268,9918,10026,3940,874,0
2016.9.12,off,Mon,522,2623,8424,15303,12973,6427,4703,4480,5576,4705,4597,4925,6023,9450,7849,3222,2310,1646,1129,449,0
2016.9.13,on,Tue,455,868,1934,2933,2234,2189,3117,4173,5431,5980,7670,8968,10326,11739,7751,6523,7341,8099,3462,819,0
2016.9.13,off,Tue,462,2308,7222,13568,11798,5617,4431,4475,5424,5319,5168,5809,7098,8823,6146,3239,2384,1884,1395,573,0
2016.9.14,on,Wed,532,592,512,633,940,1080,1358,1876,2412,2316,2594,2855,3245,3392,2774,2651,2943,3310,1257,0,0
2016.9.14,off,Wed,129,615,1035,1900,3162,2566,2452,2931,2789,2835,2536,2356,2994,2613,1941,1480,1090,979,623,1,0
2016.9.15,on,Thu,278,414,464,495,524,624,769,911,1023,1111,1153,1374,1506,1635,1524,1497,1836,1897,996,0,0
2016.9.15,off,Thu,76,338,387,686,922,992,1093,1369,1565,1347,1500,1665,2158,1920,1738,1392,1239,1065,675,0,0
2016.9.16,on,Fri,311,408,350,503,725,836,1160,1782,2124,2289,2539,2905,3328,3567,2923,3080,3883,4472,2384,509,186
2016.9.16,off,Fri,99,489,905,1373,2136,2090,2379,3120,3428,3029,3173,3474,4116,3933,3081,2293,1932,1685,1074,356,151
2016.9.17,on,Sat,493,614,521,623,841,1192,1813,2722,3269,3592,3884,4548,5223,5003,3892,3938,5012,5763,3075,458,184
2016.9.17,off,Sat,213,702,967,2107,3907,3469,3591,4492,5205,4588,4186,4395,4960,5471,3750,2670,2522,1883,1426,259,71
2016.9.18,on,Sun,648,719,576,741,1005,1022,1362,2093,2579,2798,3051,3505,3834,3989,3446,3508,4216,3902,1600,0,0
2016.9.18,off,Sun,127,568,774,1368,2710,2328,2793,3408,4352,3641,3429,3753,4133,3259,2591,1984,1798,1429,774,0,0
2016.9.19,on,Mon,323,883,2185,3336,2392,2202,2979,3521,4627,4425,5720,6265,7708,14634,10898,8136,9894,9431,2937,593,0
2016.9.19,off,Mon,523,2830,8545,15849,13734,5475,4899,3927,4799,4602,4544,4579,5703,8999,6934,2986,2033,1617,926,369,0
2016.9.20,on,Tue,401,901,2269,3337,2643,2480,3008,3632,5017,4746,5929,6448,8267,14959,10799,8048,10089,9907,3634,761,0
2016.9.20,off,Tue,511,2625,8269,15715,13250,6332,5037,4233,5155,4719,4515,4635,5917,9115,7664,3112,2333,1984,1213,354,0
2016.9.21,on,Wed,407,846,2301,3481,2674,2397,3065,3781,4935,4705,5662,6198,8697,15335,10390,7917,10341,10993,4020,800,0
2016.9.21,off,Wed,498,2620,8097,15927,13325,6218,4618,4158,5310,4532,4728,4588,6159,9972,8499,3132,2329,2189,1282,467,0
2016.9.22,on,Thu,454,867,2255,3418,2767,2383,3026,3495,4784,4807,5830,6456,8287,14866,10351,8068,10193,10872,4264,942,0
2016.9.22,off,Thu,488,2526,7988,15649,12856,6390,4913,4469,5151,4591,4657,4531,6157,9465,8287,3283,2591,2364,1377,582,0
2016.9.23,on,Fri,484,917,2118,3187,2759,2534,3107,3923,5266,5231,6497,7354,9258,15951,11668,8517,9931,11619,6669,1863,0
2016.9.23,off,Fri,475,2550,7764,14303,13784,6517,5091,4577,5667,5599,5251,5607,7632,12404,11939,5430,3250,2800,2178,845,1
2016.9.24,on,Sat,820,966,948,1363,1817,2399,3542,5109,6691,6632,7726,8521,9498,8277,6213,5972,6843,8122,4032,11,0
2016.9.24,off,Sat,330,1288,1876,4345,8358,6560,6373,7006,8848,8109,6729,6816,7546,8248,5596,4249,3314,2903,1828,340,0
2016.9.25,on,Sun,812,802,661,878,1286,1351,1764,2517,3365,3658,3957,4699,5211,4924,4035,4393,5237,4743,1711,1,0
2016.9.25,off,Sun,158,722,957,1798,3636,3083,3369,4603,5455,4509,4045,4283,4735,4283,3171,2175,1872,1443,841,9,0
2016.9.26,on,Mon,371,877,2202,3426,2598,2310,3030,3613,4715,4606,5733,6225,7799,14333,10566,8202,9897,9407,3505,649,0
2016.9.26,off,Mon,516,2704,8381,15862,13221,6432,4754,3915,5184,4723,4271,4669,5493,8812,7164,2846,2149,1687,961,350,0
2016.9.27,on,Tue,408,844,2259,3479,2639,2285,3055,3482,4628,4538,5390,6050,8004,14284,10011,7739,9966,9452,3652,760,4
2016.9.27,off,Tue,503,2483,7683,15574,13133,6317,4449,3979,4661,4883,4198,4290,5360,8980,7700,2896,2174,1937,1080,325,33
2016.9.28,on,Wed,419,875,2225,3460,2478,2364,3071,3539,4634,4609,5693,6180,8465,14376,9771,7640,9989,10455,4342,908,0
2016.9.28,off,Wed,479,2455,7424,16049,12771,6324,4568,4148,4864,4954,3984,4759,6130,8954,8502,3035,2184,2102,1274,459,1
2016.9.29,on,Thu,434,872,2129,3373,2622,2294,2857,3437,4489,4555,5668,6218,8137,14035,9764,7978,10186,10533,4656,1095,2
2016.9.29,off,Thu,485,2419,7505,14911,12676,6507,4479,4324,5083,4747,4541,4401,5739,8834,8643,3491,2604,2480,1298,499,40
2016.9.30,on,Fri,443,897,2118,3113,2557,2326,3057,3739,4826,4906,6117,6873,8855,14646,10895,8254,9535,11311,6566,1788,1
2016.9.30,off,Fri,496,2328,7330,14323,12762,6048,5034,4420,5551,5199,4753,5527,6621,10855,11381,5335,3287,2930,2086,759,34
2016.10.1,on,Sat,907,1085,921,1312,1577,2264,3071,4476,5419,5731,6469,7461,8209,7260,5332,5134,6227,7532,3779,0,0
2016.10.1,off,Sat,406,1311,1819,3737,6565,5659,5480,6781,7274,7342,6050,6136,6911,7265,4996,3962,3168,2587,1899,39,0
2016.10.2,on,Sun,680,872,658,866,1158,1262,1728,2358,2893,3029,3346,3978,4501,4042,3262,3435,4239,4955,2568,0,0
2016.10.2,off,Sun,141,711,858,1610,2978,2819,2962,3738,4917,3775,3841,4000,4175,5264,3802,2572,1977,1859,1090,164,0
2016.10.3,on,Mon,551,651,578,819,962,1362,1821,2539,3640,3353,4074,4512,4990,5070,4239,4496,5363,5557,1879,0,0
2016.10.3,off,Mon,204,1129,1661,2181,3816,3279,3631,4547,5081,4274,3922,4181,5049,4422,3107,2293,1733,1512,899,1,0
2016.10.4,on,Tue,383,899,1983,3174,2822,2364,3077,3469,4581,4778,5682,6138,8109,13893,10621,8167,9610,9396,3498,608,0
2016.10.4,off,Tue,545,2860,7960,15211,14031,6091,4653,4044,4892,4848,4396,4600,5303,8538,7054,3153,2093,1824,1264,395,0
2016.10.5,on,Wed,405,899,2067,3346,2714,2450,2978,3548,4889,4592,5613,6187,7986,14320,10231,8007,10455,10662,4047,975,0
2016.10.5,off,Wed,515,2635,8149,15140,13849,6207,4694,4123,5055,4591,4589,4612,5830,9281,8067,3218,2207,1844,1164,440,0
2016.10.6,on,Thu,423,865,2163,3430,2802,2503,3029,3733,4924,4718,5755,6439,8261,14574,10351,7979,9971,10836,4620,988,0
2016.10.6,off,Thu,518,2590,8210,15282,13442,6170,4928,4270,5119,5101,4721,4937,6088,9518,8424,3313,2316,2125,1313,473,0
2016.10.7,on,Fri,493,925,2151,3324,2607,2492,3123,3919,5364,5256,6386,7606,9257,15549,10918,8241,10041,11356,6312,1790,0
2016.10.7,off,Fri,488,2590,7615,15615,13045,6641,5188,4517,5535,5435,5270,5350,6866,10613,12148,4855,3403,2640,1848,789,1
2016.10.8,on,Sat,804,1017,999,1412,1822,2502,3388,4688,5945,6509,7127,8463,9592,7849,5828,5370,6499,7607,3883,25,0
2016.10.8,off,Sat,310,1256,1752,3893,7918,6051,5945,6521,8122,8005,6116,6586,6945,7731,5214,4150,3685,2850,2501,223,0
