Seq,Chest,Height,Waist,Head,Foot,Weight
43123,87.500,171.300,76.500,60.300,26.700,52.800
43124,83.100,165.700,69.400,58.200,25.800,54.900
43125,83.100,163.800,76.300,58.500,27.500,56.300
43126,86.700,173.600,77.900,58.100,26.900,58.100
43127,101.400,175.100,96.600,59.700,27.300,77.600
43128,82.800,175.000,66.500,58.100,26.000,54.600
43129,84.800,168.800,76.300,54.300,26.400,54.800
43130,105.300,172.300,98.400,59.000,27.600,81.400
43131,91.600,181.700,80.500,60.800,27.800,76.400
43132,120.300,180.500,102.500,60.600,27.600,96.100
43133,85.900,170.400,74.100,62.600,26.200,57.500
43134,90.700,170.000,76.200,58.000,25.100,60.000
43135,92.000,182.500,91.500,57.800,29.000,79.100
43136,87.500,175.500,74.400,54.700,25.600,58.500
43137,113.100,186.400,113.700,59.100,29.000,107.200
43138,105.800,172.400,109.400,58.800,27.200,97.000
43139,92.100,175.600,83.800,62.700,27.100,72.300
43140,90.900,175.500,74.200,59.200,27.800,71.600
43141,90.900,183.200,79.100,57.700,26.600,70.800
43142,86.400,182.700,68.900,57.100,28.400,62.500
43143,106.200,175.000,101.300,59.200,26.400,86.100
43144,109.800,180.100,103.500,58.400,26.100,91.300
43145,83.100,167.400,71.600,58.800,24.900,54.100
43146,84.500,176.700,76.500,60.300,27.000,59.400
43147,94.000,172.000,88.800,58.300,27.100,74.400
43148,90.800,172.600,81.000,60.800,25.500,68.000
43149,93.600,171.100,86.000,58.300,25.600,68.300
43150,85.400,168.000,81.200,58.900,25.800,63.100
43151,106.700,177.900,90.600,58.200,26.500,78.200
43152,80.000,173.800,69.400,53.800,26.500,52.600
43153,98.700,186.100,89.300,59.600,28.500,84.500
43154,110.400,178.800,98.100,61.100,27.900,94.700
43155,92.500,185.900,85.100,59.800,27.300,73.300
43156,91.300,190.900,78.600,55.900,26.400,66.300
43157,89.400,185.000,84.400,57.600,27.500,67.400
43158,96.000,175.100,81.600,54.600,26.200,73.700
43159,102.000,168.700,97.200,57.200,25.700,73.500
43160,83.500,173.500,70.800,57.000,25.700,57.300
43161,101.200,176.900,95.700,59.700,29.400,78.500
43162,91.500,180.900,80.900,58.000,25.800,76.200
43163,101.400,177.200,90.700,58.700,25.600,75.300
43164,97.400,170.500,91.400,54.900,26.800,72.200
43165,107.500,184.200,98.200,59.100,29.100,94.800
43166,106.000,178.000,94.000,56.500,25.000,86.000
43167,96.700,173.200,93.500,57.300,25.400,74.700
43168,92.400,180.600,83.500,56.800,27.300,65.000
43169,92.200,177.900,73.300,57.500,27.700,60.000
43170,104.900,170.100,93.500,61.000,27.500,78.800
43171,89.200,180.800,72.200,57.700,26.500,74.100
43172,96.200,178.100,92.700,62.000,27.400,78.700
43173,112.700,186.800,107.300,60.500,28.700,100.100
43174,85.300,170.000,72.100,58.500,27.500,65.500
43175,111.200,189.500,103.100,59.700,29.500,103.200
43176,92.400,186.000,76.000,57.400,27.200,72.200
43177,90.800,172.500,73.300,60.900,25.200,61.500
43178,94.700,173.600,83.100,58.400,26.300,70.000
43179,86.200,181.300,73.800,56.100,26.200,53.100
43180,85.200,179.500,74.900,57.400,28.600,59.600
43181,102.100,167.800,102.200,60.600,27.000,77.000
43182,87.000,171.800,79.200,57.800,25.600,70.600
43183,88.700,171.400,84.200,57.400,24.800,67.600
43184,86.400,178.200,78.200,56.500,27.300,63.900
43185,97.900,173.600,91.100,58.300,26.400,79.900
43186,96.900,174.300,84.600,58.200,24.400,75.100
43187,101.000,169.500,91.900,59.200,26.700,75.100
43188,95.800,197.400,97.200,61.000,31.500,96.700
43189,91.500,165.100,79.000,58.000,26.200,54.300
43190,91.500,174.600,80.000,59.300,28.400,74.700
43191,87.700,170.200,74.500,57.000,26.000,59.600
43192,90.900,176.600,85.700,58.800,27.800,75.000
43193,102.400,176.100,99.900,56.600,26.300,77.100
43194,85.500,177.000,75.400,54.100,26.800,61.800
43195,82.600,170.100,70.000,57.900,26.900,53.100
43196,81.900,179.300,75.000,55.600,26.800,57.300
43197,90.300,160.400,89.800,59.200,24.500,67.200
43198,98.200,163.300,97.300,57.800,25.000,75.400
43199,103.700,170.800,101.300,57.600,26.800,89.200
43200,115.800,173.800,110.200,58.400,26.800,96.500
43201,97.100,171.000,90.700,55.700,26.500,72.600
43202,106.000,179.900,97.200,55.100,28.900,85.600
43203,95.100,177.900,89.200,61.500,28.800,76.100
43204,89.400,176.900,69.800,54.600,27.400,65.500
43205,91.100,176.800,77.700,57.900,28.100,64.700
43206,91.000,174.300,74.500,56.800,27.200,59.000
43207,98.300,176.400,86.300,58.300,27.100,74.300
43208,83.800,170.500,77.300,55.100,26.200,56.500
43209,93.500,167.600,90.000,61.700,25.100,66.100
43210,96.300,174.100,82.400,59.900,26.000,69.700
43211,78.800,173.300,81.600,61.700,27.600,64.600
43212,88.800,178.100,76.700,56.200,26.000,68.300
43213,98.300,169.900,94.500,57.300,25.500,70.200
43214,100.400,172.100,94.600,56.500,28.100,86.200
43215,92.700,178.600,81.900,56.900,27.100,64.500
43216,95.100,173.400,86.700,55.000,25.100,68.800
43217,85.700,177.500,67.900,59.500,26.900,52.500
43218,85.800,170.000,79.500,54.500,25.700,61.400
43219,100.700,178.900,91.500,60.300,26.200,79.200
43220,106.500,170.700,104.400,59.900,26.900,87.100
43221,81.400,173.500,69.600,56.300,26.300,51.600
43222,99.000,164.000,97.800,57.200,24.300,76.400
43223,91.700,172.800,72.900,59.400,26.500,59.800
43224,85.300,169.500,72.500,58.000,25.800,52.300
43225,84.400,171.200,70.400,56.700,26.600,54.000
43226,92.400,170.300,74.300,57.000,26.700,63.400
43227,104.000,167.000,100.800,59.000,26.200,81.700
43228,89.500,180.700,120.000,55.200,26.000,67.700
43229,97.000,181.600,87.200,56.700,27.000,74.900
43230,89.600,174.300,78.200,56.800,28.500,61.200
43231,96.700,170.000,90.500,61.900,27.800,84.300
43232,87.400,174.100,80.600,58.800,27.500,62.900
43233,89.300,179.300,77.300,59.000,27.300,71.100
43234,87.200,180.500,73.700,55.700,29.300,63.200
43235,103.000,167.800,101.000,59.500,26.100,77.900
43236,119.500,178.200,115.100,60.600,26.900,112.300
43237,91.700,178.400,75.600,61.500,27.400,61.200
43238,91.200,176.600,84.900,56.900,25.900,70.500
43239,97.200,181.200,85.000,59.700,26.400,72.500
43240,90.700,178.300,79.200,57.200,26.600,67.500
43241,103.400,179.500,102.100,56.900,27.900,91.300
43242,110.200,167.500,100.000,59.800,27.300,84.700
43243,83.400,172.300,70.100,58.700,26.300,57.200
43244,92.000,166.800,82.900,56.800,26.500,65.200
43245,91.900,185.800,89.700,56.300,27.100,71.600
43246,116.000,180.500,112.700,57.700,27.000,105.800
43247,102.000,169.000,96.600,55.300,25.400,77.800
43248,81.100,166.400,70.700,55.700,24.500,48.700
43249,89.700,183.400,80.700,55.500,27.300,74.300
43250,124.000,175.800,114.200,61.100,27.400,111.000
43251,84.300,172.400,70.300,55.600,26.200,56.600
43252,83.600,174.400,71.100,57.100,27.000,57.200
43253,86.900,170.800,96.000,57.800,25.900,59.300
43254,86.100,174.900,72.300,58.700,24.800,60.000
43255,91.600,175.700,83.000,58.000,27.200,67.500
43256,83.600,174.500,70.400,57.700,26.300,45.600
43257,97.300,174.400,116.200,55.200,25.400,76.500
43258,111.700,172.800,105.800,60.800,25.700,98.100
43259,117.200,179.600,111.300,59.900,26.800,103.400
43260,77.200,176.100,67.600,54.400,26.800,51.100
43261,96.200,175.400,91.100,57.100,27.400,75.600
43262,96.200,178.800,93.000,57.800,27.600,71.100
43263,100.900,172.400,89.000,56.500,29.000,84.100
43264,90.900,180.900,81.400,57.000,27.700,69.600
43265,98.100,186.100,80.400,54.000,26.800,76.100
43266,106.300,175.200,105.600,57.400,28.300,92.100
43267,87.200,172.100,76.900,54.900,23.500,60.700
43268,90.000,179.100,80.000,58.300,28.200,70.100
43269,81.300,168.800,66.600,54.000,26.900,45.800
43270,91.000,172.500,78.200,57.900,26.900,64.500
43271,86.100,174.800,77.500,52.400,22.000,59.700
43272,85.900,167.900,73.900,54.900,27.100,59.600
43273,105.300,173.300,93.500,59.700,27.800,86.900
43274,85.800,171.300,74.000,56.800,26.500,58.100
43275,86.000,168.100,76.200,55.400,25.800,53.200
43276,96.500,168.900,91.400,57.500,27.500,73.300
43277,101.400,177.100,84.300,57.700,28.000,74.700
43278,80.400,177.200,68.200,57.700,25.800,51.200
43279,86.900,172.700,77.800,60.000,24.600,57.100
43280,91.500,168.100,79.400,56.800,27.000,63.000
43281,97.900,181.100,80.400,59.300,29.400,76.200
43282,80.600,169.300,66.900,57.800,25.300,49.700
43283,93.900,180.200,79.600,58.200,27.200,67.400
43284,90.900,174.200,78.000,56.700,27.400,70.100
43285,80.700,167.500,72.900,57.200,25.700,59.200
43286,85.400,163.400,68.200,53.900,25.200,59.800
43287,98.300,165.200,90.000,55.400,26.400,68.600
43288,83.400,173.700,69.400,55.500,26.400,52.800
43289,97.800,167.300,80.100,55.000,25.500,70.400
43290,98.000,177.900,90.100,58.700,27.500,82.600
43291,100.500,161.600,92.700,55.800,24.100,72.800
43292,93.900,177.700,83.000,57.600,25.900,70.500
43293,86.100,164.800,72.100,59.500,26.400,52.200
43294,85.500,165.700,77.700,55.200,23.200,57.000
43295,98.800,185.400,93.400,59.600,26.600,87.000
43296,109.200,180.600,105.200,57.000,27.100,91.900
43297,121.300,173.800,111.000,58.100,28.100,109.200
43298,86.100,176.800,75.200,56.400,25.300,62.900
43299,84.300,164.900,92.500,56.600,24.900,54.300
43300,86.100,168.900,78.900,54.100,25.900,66.700
43301,81.800,163.800,75.000,54.400,22.800,49.100
43302,90.700,183.500,78.700,58.900,27.600,66.200
43303,109.100,179.500,101.600,61.700,28.400,92.800
43304,95.100,176.300,84.100,56.200,26.400,70.800
43305,93.400,177.800,83.900,58.300,25.900,67.000
43306,94.400,176.300,80.000,59.100,27.300,68.000
43307,92.600,176.500,88.100,55.400,26.200,70.800
43308,99.000,177.100,89.100,61.400,26.900,82.100
43309,99.900,170.100,82.500,55.800,26.300,67.400
43310,93.400,174.200,78.900,58.800,28.300,66.300
43311,96.700,167.400,82.800,57.500,25.900,68.000
43312,88.600,166.000,80.900,59.100,25.300,61.400
43313,86.300,174.700,79.700,55.400,28.800,60.000
43314,103.800,175.800,97.900,57.800,27.500,85.600
43315,81.100,179.700,67.500,55.600,25.400,51.300
43316,93.500,174.200,85.000,57.100,27.400,76.500
43317,89.800,166.100,78.600,58.000,25.600,58.600
43318,116.000,173.900,113.000,58.400,28.400,108.900
43319,90.800,174.400,78.500,56.000,23.400,69.500
43320,86.700,172.400,73.700,57.700,24.800,55.800
43321,90.700,168.100,75.200,57.100,25.500,57.200
43322,101.500,172.500,94.400,55.900,25.800,75.300
43323,92.600,172.900,84.200,57.600,27.600,66.100
43324,87.300,174.400,77.900,53.800,28.800,61.100
43325,93.600,173.800,88.800,56.900,26.400,73.400
43326,98.500,178.600,91.400,57.400,29.100,85.200
43327,88.600,169.300,79.200,56.400,26.700,62.800
43328,92.400,171.900,79.400,58.200,26.000,66.900
43329,101.500,178.100,93.000,57.400,27.600,84.500
43330,100.800,170.700,91.400,59.000,27.300,77.600
43331,92.100,176.000,79.400,54.400,27.200,67.300
43332,105.500,178.100,102.100,61.100,29.100,96.600
43333,112.700,179.600,102.500,61.500,27.400,96.400
43334,91.700,173.900,80.300,55.900,25.600,65.200
43335,90.600,171.000,78.300,59.200,26.300,63.900
43336,92.500,167.500,86.500,57.200,23.800,59.900
43337,85.900,175.800,74.500,57.300,25.300,56.400
43338,86.400,171.800,74.900,55.900,25.900,57.900
43339,92.000,184.600,77.600,56.100,27.200,67.800
43340,99.700,174.900,86.500,56.900,26.300,69.100
43341,85.300,175.900,80.700,55.300,27.400,63.900
43342,88.400,161.300,78.800,55.900,24.800,64.500
43343,88.300,173.900,80.300,53.800,27.500,66.400
43344,97.700,174.000,91.800,58.000,27.500,75.200
43345,90.800,173.200,79.300,58.000,25.700,67.200
43346,95.300,170.400,76.300,57.000,25.300,61.600
43347,97.200,168.900,81.100,58.000,23.600,65.700
43348,96.300,174.500,85.900,59.600,26.700,68.200
43349,111.200,172.400,100.700,58.600,26.900,91.400
43350,99.000,176.100,94.300,57.500,26.200,79.500
43351,106.500,177.100,90.400,58.000,26.900,84.900
43352,101.300,181.200,87.000,56.200,29.700,74.200
43353,82.400,177.800,70.900,56.100,26.800,50.700
43354,114.800,179.300,111.600,56.300,27.400,101.200
43355,103.600,164.400,99.700,57.400,25.200,80.400
43356,88.500,165.800,83.500,57.700,26.100,64.400
43357,89.000,179.200,78.600,56.200,26.800,62.100
43358,89.000,178.700,83.500,59.400,26.600,66.300
43359,100.200,180.700,89.500,59.700,27.100,79.300
43360,113.700,179.300,113.800,60.100,29.400,111.900
43361,84.900,174.100,74.300,58.300,25.700,59.200
43362,91.500,170.600,83.800,58.400,26.300,74.300
43363,100.600,175.300,92.700,57.400,26.600,80.100
43364,90.300,183.900,81.700,57.300,28.300,68.900
43365,107.800,174.500,107.300,57.900,26.500,89.500
43366,84.800,170.300,71.200,56.500,25.600,55.900
43367,88.100,173.400,75.500,58.400,27.600,64.600
43368,97.800,165.300,95.200,58.000,26.700,79.700
43369,92.100,183.000,85.900,57.200,24.600,72.500
43370,90.000,172.000,82.500,56.000,26.000,64.600
43371,89.200,171.500,79.300,57.400,23.700,61.800
43372,96.700,180.600,93.200,56.200,28.200,80.200
43373,80.500,172.900,69.200,55.100,24.700,50.300
43374,99.100,170.200,88.800,57.800,27.000,71.300
43375,83.800,167.800,79.300,62.800,24.500,60.800
43376,99.700,176.700,91.800,59.100,27.200,79.700
43377,98.900,176.800,95.100,58.900,27.300,88.300
43378,101.400,173.500,93.500,60.000,26.700,77.400
43379,110.100,174.000,108.800,60.200,30.100,92.000
43380,96.500,179.300,80.700,59.900,27.700,68.600
43381,83.000,167.700,67.300,55.600,24.100,58.800
43382,89.000,173.300,75.900,54.400,25.500,59.400
43383,96.900,167.900,92.500,58.500,23.900,71.600
43384,82.600,174.100,71.400,57.200,28.300,54.900
43385,99.100,173.200,93.400,58.300,26.400,77.400
43386,115.100,180.500,107.300,58.900,28.400,109.200
43387,102.800,175.600,88.200,55.500,27.900,80.900
43388,93.200,183.900,78.200,55.400,27.700,70.700
43389,103.100,180.100,101.400,57.300,27.300,88.800
43390,88.700,183.300,78.700,55.900,26.300,64.700
43391,78.800,172.700,70.400,56.300,25.400,53.300
43392,86.700,179.400,71.900,55.400,26.200,60.700
43393,107.700,180.700,103.600,56.000,27.800,96.000
43394,89.600,177.900,76.000,55.400,26.700,60.000
43395,89.500,179.000,76.600,54.700,26.500,58.000
43396,101.000,162.300,98.300,57.400,25.200,79.100
43397,92.300,182.800,84.800,55.200,23.900,75.100
43398,103.900,174.900,99.400,57.600,27.600,86.500
43399,98.300,177.900,87.700,56.400,26.400,68.600
43400,80.900,173.100,69.700,57.700,26.000,53.400
43401,88.100,184.000,72.000,62.300,27.700,65.100
43402,96.400,172.200,78.200,58.800,25.200,67.300
43403,86.500,171.200,77.400,54.200,25.600,56.900
43404,94.600,163.900,88.000,58.300,24.600,67.200
43405,86.000,174.600,68.100,60.600,26.200,55.500
43406,93.000,176.000,81.100,57.300,28.000,71.400
43407,92.700,170.000,86.400,58.300,26.700,69.500
43408,103.300,180.300,92.200,58.500,28.300,82.000
43409,95.900,172.400,88.700,57.800,25.900,77.000
43410,114.300,177.400,106.200,58.100,27.300,104.300
43411,108.700,174.500,104.300,57.100,27.600,92.700
43412,90.200,177.100,75.100,57.300,29.000,67.600
43413,91.500,181.700,82.500,61.000,27.400,71.200
43414,81.800,169.400,68.700,55.500,26.100,50.700
43415,83.100,173.800,70.400,55.400,25.600,57.000
43416,98.900,178.700,95.900,58.700,27.500,73.200
43417,90.000,172.400,77.900,57.800,25.700,68.100
43418,96.600,174.500,83.900,58.300,26.300,69.800
43419,96.200,167.900,83.500,55.300,23.900,68.200
43420,90.500,173.100,79.100,57.100,25.900,63.600
43421,98.400,171.500,85.600,58.400,27.200,71.600
43422,102.700,185.300,87.900,59.300,28.200,86.600
43423,99.200,181.100,90.300,59.300,27.600,81.700
43424,87.600,172.700,78.900,56.000,26.700,65.300
43425,88.700,175.600,80.700,57.900,24.200,60.500
43426,96.400,177.300,87.800,58.100,24.800,75.400
43427,109.200,179.200,104.100,57.600,27.600,95.600
43428,87.700,185.600,80.500,55.800,28.400,66.300
43429,88.300,174.100,78.000,55.800,24.900,57.900
43430,105.900,185.800,101.200,57.200,30.500,101.300
43431,87.700,174.600,76.900,59.400,26.400,59.000
43432,87.000,186.900,72.800,57.900,29.000,67.500
43433,94.500,168.000,88.800,60.700,26.400,72.900
43434,88.200,171.900,84.000,55.000,26.400,67.000
43435,110.700,173.700,107.000,57.900,28.000,92.000
43436,93.200,184.000,78.900,57.300,27.100,74.300
43437,78.000,171.400,64.000,54.100,25.700,46.000
43438,81.200,177.300,69.300,57.100,25.600,55.700
43439,103.500,171.300,97.700,58.300,26.900,80.000
43440,98.900,173.200,86.800,57.300,28.000,73.500
43441,120.100,185.000,117.500,61.500,28.300,116.000
43442,97.300,183.900,90.100,57.700,27.500,79.800
43443,89.800,183.600,82.300,56.400,27.900,67.800
43444,90.700,169.400,88.100,59.500,27.600,68.000
43445,88.200,178.700,81.400,55.100,29.300,66.900
43446,83.200,171.000,70.100,56.900,26.400,51.400
43447,84.300,172.100,77.800,54.200,26.300,63.600
43448,89.700,166.300,74.400,60.200,24.500,57.100
43449,84.000,173.100,76.900,56.400,26.400,61.700
43450,96.400,174.200,88.200,57.600,26.000,78.400
43451,107.100,171.600,101.400,58.300,25.900,82.200
43452,102.700,173.900,90.100,58.700,26.500,80.500
43453,115.500,174.300,120.600,58.500,27.000,108.000
43454,91.300,178.400,73.900,54.700,27.600,64.500
43455,99.400,170.500,90.900,55.700,26.400,73.800
43456,104.800,178.400,94.000,60.100,27.500,96.900
43457,92.900,177.600,81.300,56.800,27.600,69.200
43458,89.700,179.200,76.400,55.400,27.700,63.200
43459,90.700,176.900,82.100,58.000,26.900,66.500
43460,89.200,181.800,76.500,59.500,27.100,65.700
43461,98.300,188.000,88.500,57.900,29.100,86.800
43462,85.100,172.700,77.000,57.600,25.200,60.000
43463,81.800,177.500,69.800,52.600,26.200,60.100
43464,105.800,176.700,102.300,59.000,26.300,91.800
43465,99.600,175.600,92.100,59.900,26.300,80.700
43466,86.200,175.700,81.400,58.900,28.500,62.600
43467,86.100,175.700,74.000,54.800,25.100,61.500
43468,104.100,175.100,92.700,60.200,27.000,78.100
43469,83.000,168.200,71.300,59.500,26.100,53.400
43470,91.600,166.700,81.100,57.300,24.100,61.700
43471,87.100,175.000,72.300,53.000,25.600,62.800
43472,89.600,179.700,75.200,58.100,27.300,66.100
43473,80.500,173.800,68.500,55.100,24.000,50.600
43474,114.400,181.200,113.200,58.600,27.900,100.100
43475,82.500,166.000,77.700,56.800,25.000,61.800
43476,99.700,172.700,86.500,58.300,25.500,75.300
43477,103.000,185.700,103.500,57.500,27.700,100.800
43478,92.100,169.900,84.200,53.500,25.100,70.200
43479,89.900,163.500,74.200,57.400,25.500,59.700
43480,101.000,164.600,94.100,59.700,25.600,74.300
43481,106.200,178.900,101.900,58.600,27.900,93.400
43482,86.600,169.100,68.200,60.200,25.000,50.900
43483,89.200,160.600,75.500,56.100,25.000,58.900
43484,94.000,167.400,83.600,55.200,25.200,65.600
43485,88.700,171.800,79.500,55.800,28.100,62.300
43486,92.500,170.800,89.700,55.600,25.300,73.100
43487,114.900,161.200,97.300,57.000,25.200,82.200
43488,96.700,170.800,93.700,57.000,26.100,76.000
43489,82.100,174.000,71.700,57.200,26.600,53.500
43490,97.000,178.800,87.400,58.600,26.400,79.000
43491,90.400,177.800,80.200,57.500,27.400,70.300
43492,88.700,167.500,74.400,56.600,27.300,58.500
43493,104.600,180.600,95.600,58.500,28.200,89.000
43494,99.500,169.200,92.900,56.500,28.000,75.700
43495,111.500,170.600,105.100,60.200,27.600,91.400
43496,100.900,174.800,94.400,58.300,26.300,78.200
43497,100.500,172.600,85.200,58.800,25.200,72.400
43498,92.200,165.100,87.600,53.200,26.300,61.700
43499,119.400,172.300,101.100,59.900,26.000,88.900
43500,106.200,176.400,95.400,57.500,27.400,83.200
43501,93.500,172.800,81.700,58.700,25.900,60.000
43502,122.800,179.600,118.100,59.800,27.600,116.700
43503,94.900,179.000,85.400,57.800,26.600,70.400
43504,92.600,164.600,88.300,56.200,24.600,62.700
43505,90.900,174.300,90.600,59.700,26.500,73.400
43506,94.600,177.900,84.500,57.500,27.100,75.200
43507,86.400,180.500,72.200,60.300,27.900,58.700
43508,89.600,179.400,82.500,57.300,27.400,68.900
43509,91.000,175.100,85.800,58.000,27.100,78.300
43510,85.100,170.600,73.700,57.600,27.200,58.300
43511,98.600,175.700,101.500,59.300,28.000,82.900
43512,89.100,173.000,79.800,58.100,26.100,61.800
43513,90.700,176.300,77.900,58.400,26.600,63.100
43514,106.600,178.200,95.000,59.200,26.700,90.900
43515,91.700,183.600,87.300,59.900,29.300,69.600
43516,95.700,178.700,84.900,55.200,26.400,69.000
43517,83.000,167.600,68.200,58.500,25.500,51.900
43518,81.600,176.400,72.800,54.700,26.800,54.000
43519,88.500,172.700,74.200,62.700,25.900,61.100
43520,99.600,174.500,96.600,57.400,25.900,83.200
43521,106.700,176.800,95.500,59.600,26.800,78.200
43522,103.400,177.000,96.300,58.700,27.800,86.200
43523,92.200,178.600,80.200,55.400,25.700,66.200
43524,91.800,175.900,79.600,58.500,28.300,67.500
43525,92.100,172.300,77.500,58.000,25.400,65.100
43526,81.900,169.200,73.000,56.200,23.900,46.100
43527,94.400,175.400,85.000,62.100,26.500,69.800
43528,110.900,183.700,103.600,57.400,28.800,102.000
43529,88.400,173.600,76.100,56.000,26.400,58.500
43530,83.800,169.200,70.700,58.300,24.900,56.900
43531,102.600,173.300,97.700,60.200,28.000,81.700
43532,88.000,168.900,84.600,56.400,25.700,65.000
43533,98.800,175.600,91.900,62.000,27.200,71.000
43534,95.300,178.200,82.100,57.500,27.300,69.100
43535,113.100,177.100,102.600,58.700,26.700,90.800
43536,88.400,171.200,77.200,55.600,26.900,64.500
43537,103.500,180.300,99.400,59.200,26.800,85.600
43538,85.100,180.900,74.200,57.000,28.200,61.400
43539,92.300,183.100,88.900,60.700,27.300,74.300
43540,92.200,177.000,88.700,58.500,27.800,68.900
43541,95.000,169.500,83.200,58.000,24.400,62.700
43542,86.400,190.800,80.200,53.800,27.900,71.400
43543,95.500,182.200,92.200,59.600,28.800,77.000
43544,94.900,176.800,83.500,56.000,27.400,70.300
43545,85.900,182.800,72.100,59.100,26.800,67.500
43546,92.700,175.300,78.200,58.900,27.900,73.600
43547,93.300,176.400,85.000,59.500,28.000,66.000
43548,84.900,179.400,71.000,56.800,26.800,57.600
43549,89.900,174.200,75.300,56.100,26.100,61.200
43550,107.500,176.100,100.500,56.500,27.400,89.300
43551,96.100,169.000,78.800,57.200,26.000,62.000
43552,84.200,166.900,73.800,56.800,25.300,57.000
43553,89.400,179.700,78.000,58.300,28.100,62.200
43554,92.300,175.200,84.100,57.300,26.000,68.600
43555,97.800,173.500,88.900,60.900,27.400,65.000
43556,95.200,180.400,87.200,56.200,26.500,72.600
43557,100.600,177.300,83.700,61.400,26.500,80.300
43558,85.500,177.200,73.000,57.500,27.600,58.800
43559,99.800,173.800,91.100,57.100,27.000,73.500
43560,87.200,179.800,75.200,60.000,25.600,64.400
43561,98.700,177.800,89.300,57.400,28.900,77.800
43562,86.200,172.100,78.700,56.000,26.200,60.800
43563,81.200,176.800,70.200,55.900,24.900,52.700
43564,88.300,174.500,81.000,57.600,25.800,71.800
43565,82.700,169.300,69.800,55.800,25.100,48.300
43566,98.500,169.900,87.600,59.000,24.900,70.500
43567,96.500,168.700,91.900,56.600,25.800,70.200
43568,87.600,163.800,80.300,56.500,24.700,62.900
43569,88.600,175.800,74.500,56.400,26.700,60.200
43570,97.000,177.500,82.400,57.900,26.700,74.900
43571,84.900,173.100,71.600,59.400,25.600,58.600
43572,81.600,173.100,72.100,55.600,25.800,58.000
43573,108.900,172.700,105.200,58.600,25.300,93.300
43574,94.700,174.800,78.100,56.200,25.600,65.700
43575,96.000,186.800,84.900,59.300,27.300,74.300
43576,92.300,178.500,80.600,60.300,28.500,66.100
43577,108.900,178.300,92.200,59.000,28.100,85.500
43578,90.100,169.200,74.000,56.900,26.500,59.800
43579,88.300,181.200,74.900,56.200,27.300,59.500
43580,98.000,172.500,88.200,58.700,27.300,79.400
43581,116.600,182.900,110.100,59.900,28.700,105.800
43582,107.500,181.700,100.200,61.400,27.500,98.400
43583,117.000,168.500,98.400,61.000,25.600,72.900
43584,118.100,179.100,106.800,58.300,26.600,104.200
43585,100.100,166.300,94.000,60.900,25.100,77.800
43586,87.200,166.900,76.800,57.300,27.200,58.100
43587,96.800,174.900,88.700,56.500,28.300,68.300
43588,87.900,176.300,80.700,57.700,27.100,61.100
43589,80.600,175.400,71.300,57.000,25.800,51.200
43590,89.600,169.500,80.800,58.200,26.800,68.100
43591,101.200,175.400,95.600,56.600,25.600,85.200
43592,88.000,174.300,69.400,55.000,27.000,57.100
43593,89.400,176.600,71.600,57.000,26.200,57.500
43594,92.500,172.300,71.500,54.900,26.400,60.800
43595,97.400,175.100,88.600,58.800,27.100,74.400
43596,99.200,173.600,95.200,57.800,29.900,79.600
43597,90.500,173.800,81.000,56.900,27.300,59.300
43598,110.100,173.400,104.100,58.100,26.500,91.700
43599,84.200,180.600,75.200,58.000,27.800,60.500
43600,81.700,165.400,68.500,58.800,25.600,52.700
43601,104.700,171.100,98.600,56.400,25.500,76.800
43602,90.500,167.600,81.200,57.900,25.900,60.500
43603,90.300,179.000,80.800,59.500,27.400,57.400
43604,88.100,166.000,82.400,57.900,23.800,56.300
43605,99.600,172.300,117.300,57.900,26.500,76.900
43606,117.700,175.200,109.200,57.400,25.900,97.600
43607,107.000,175.300,103.300,58.600,27.700,86.300
43608,94.700,171.100,75.100,59.200,27.200,62.700
43609,87.200,175.500,76.200,61.900,26.300,60.100
43610,106.100,174.700,99.300,58.900,28.500,88.800
43611,89.200,173.200,75.800,57.700,25.400,60.900
43612,94.900,182.700,82.000,58.000,28.400,76.200
43613,100.500,183.600,95.100,57.500,25.800,86.700
43614,97.100,185.700,86.600,60.300,28.000,82.500
43615,94.700,169.700,82.000,58.100,25.800,66.400
43616,102.700,176.200,93.500,57.600,25.900,82.000
43617,90.300,182.300,77.900,56.700,26.500,68.400
43618,90.800,176.700,78.800,57.500,27.500,69.000
43619,100.200,171.900,92.800,61.400,26.400,80.200
43620,98.000,170.300,82.900,59.600,26.000,69.600
43621,93.900,170.800,80.000,56.100,26.700,67.200
43622,97.600,173.600,82.000,58.600,26.900,71.000
43623,101.600,174.600,93.300,57.000,27.800,84.100
43624,86.500,164.800,70.900,58.000,24.500,54.100
43625,115.400,171.400,106.400,57.500,28.300,99.200
43626,97.600,174.100,83.300,57.800,26.900,70.600
43627,114.800,165.400,110.200,59.200,25.400,96.400
43628,88.900,161.800,74.500,58.100,25.300,57.800
43629,86.200,168.100,77.500,59.900,25.100,60.900
43630,117.100,185.500,112.100,59.000,28.300,108.900
43631,88.800,181.800,79.800,56.500,28.100,67.800
43632,86.000,174.900,78.800,58.600,27.000,63.000
43633,91.100,175.700,86.100,55.100,26.300,71.500
43634,93.800,176.300,82.000,57.500,26.800,68.400
43635,92.700,176.600,83.100,59.200,25.900,72.300
43636,96.200,168.000,82.000,58.400,26.700,68.900
43637,86.300,173.400,87.800,59.300,26.500,67.600
43638,87.800,165.100,76.000,59.000,26.200,56.200
43639,88.000,179.300,77.500,56.400,26.200,71.100
